draw,pearson_r,spearman_rho,cosine_similarity,sign_concordance,projection,frozen_score_log_hr
38,0.6427067817029934,0.5817391304347826,0.7636926147357554,0.6666666666666666,0.20993787767690045,0.09641500595856357
39,0.5154596004447048,0.3869565217391304,0.743679828521945,0.75,0.31215181061721914,0.14114261448840235
40,0.5854860256001727,0.40434782608695646,0.7836571069330145,0.6666666666666666,0.3140053889227624,0.14101780721270238
41,0.288660025851927,0.23739130434782607,0.49049728069541493,0.6666666666666666,0.13928252955313294,0.06445110793313497
42,0.5297602724608838,0.4495652173913043,0.7731818218763054,0.7916666666666666,0.31875937815378347,0.14592285385067869
43,0.5123400697475065,0.4278260869565217,0.7524280415680663,0.7916666666666666,0.30359696510978257,0.13401332529494697
44,0.47508481766292576,0.368695652173913,0.756164307637194,0.8333333333333334,0.3410321984823625,0.15312318091257934
45,0.5124056217804192,0.5956521739130434,0.715917327109337,0.7916666666666666,0.17840742983570326,0.08324904157585368
46,0.5015628640672325,0.4452173913043478,0.771524747233642,0.8333333333333334,0.32614072368805436,0.14838559939305518
47,0.1980501118567664,0.04347826086956521,0.6536052823005395,0.875,0.20340113549065136,0.09338673117855611
48,0.5119539461064041,0.3556521739130434,0.728322976689921,0.7083333333333334,0.3212549394934455,0.14357429049977702
49,0.43591104614724907,0.3008695652173913,0.41152169387131476,0.5,0.12895179829234102,0.058008205566380845
50,0.4100338567279539,0.3304347826086956,0.6359338738113747,0.625,0.19886093292455906,0.08876395859125337
51,0.24090275993239837,0.13826086956521738,0.593796482343079,0.625,0.23292992190991918,0.10264692554380704
52,0.37881969273267835,0.01217391304347826,0.6148154115155067,0.625,0.1388065664173948,0.06353935928369585
53,0.40039103881601146,0.18347826086956517,0.6169045319603417,0.6666666666666666,0.19798472688945007,0.08760795595443965
54,0.375848069222667,0.25130434782608696,0.6892942753019362,0.7083333333333334,0.2749319209431878,0.11978049815394513
55,0.4474007612107686,0.3904347826086956,0.7072517899441995,0.7083333333333334,0.2516927879457509,0.11477342821862248
56,0.5583086131800589,0.4782608695652173,0.6882979838534179,0.5416666666666666,0.2797787945361242,0.12323664339963375
57,0.709312319168925,0.6295652173913043,0.8365582390733007,0.75,0.33755425855701493,0.15508473308326062
58,0.5328756062781097,0.34347826086956523,0.6164346481847912,0.5833333333333334,0.12204137563350174,0.05695505905617505
59,0.6191895720013454,0.4234782608695652,0.7283584166954505,0.8333333333333334,0.21263800606092195,0.09740064791255337
60,0.3189092180884001,0.14782608695652172,0.6143856508177985,0.75,0.15563496805637445,0.07122191125970416
61,0.554330431377465,0.37652173913043474,0.7584967706712279,0.75,0.2546918198089274,0.11705410672929983
62,0.57235716459791,0.5434782608695652,0.6938294813723733,0.5416666666666666,0.2363133695425912,0.10633764567354065
63,0.3482550053540269,0.23826086956521736,0.6503081979787596,0.7083333333333334,0.24175143775488142,0.10783353401960921
64,0.5036016108958283,0.39652173913043476,0.5823427712224233,0.625,0.1639487145225187,0.07652062739954416
